Date,DayOfWeek,School,Enrollment,Attendance,Hamburger,Pizza,HotDog,Skipped
2016-02-09,02-Tue,North Roosevelt M.S.,485,388,38,65,155,130
2016-02-09,02-Tue,West Lincoln High,213,205,67,1,89,48
2016-02-09,02-Tue,Outer Jefferson H.S.,482,481,282,150,6,43
2016-02-09,02-Tue,Central Washington H.S.,238,182,27,11,96,48
2016-02-09,02-Tue,West Truman H.S.,299,275,120,123,27,5
2016-02-09,02-Tue,Central Jefferson M.S.,413,381,167,64,120,30
2016-02-09,02-Tue,Central Roosevelt M.S.,332,312,159,72,46,35
2016-02-09,02-Tue,West Washington M.S.,148,109,1,9,96,3
2016-02-09,02-Tue,North King High,367,303,110,130,40,23
2016-02-09,02-Tue,South Jefferson H.S.,385,361,163,74,86,38
2016-02-09,02-Tue,North York H.S.,280,256,30,0,207,19
2016-02-09,02-Tue,East Roosevelt H.S.,195,167,51,11,87,18
2016-02-09,02-Tue,South Arthur High,414,391,202,10,38,141
2016-02-09,02-Tue,South Truman H.S.,319,313,33,119,122,39
2016-02-09,02-Tue,East Washington H.S.,212,210,124,84,0,2
2016-02-09,02-Tue,East York High,126,107,59,27,17,4
2016-02-09,02-Tue,South Washington High,332,295,119,47,16,113
2016-02-10,03-Wed,North Roosevelt M.S.,485,481,66,139,64,212
2016-02-10,03-Wed,West Lincoln High,213,212,105,27,25,55
2016-02-10,03-Wed,Outer Jefferson H.S.,482,446,87,170,11,178
2016-02-10,03-Wed,Central Washington H.S.,238,197,76,70,3,48
2016-02-10,03-Wed,West Truman H.S.,299,285,95,1,104,85
2016-02-10,03-Wed,Central Jefferson M.S.,413,337,140,83,110,4
2016-02-10,03-Wed,Central Roosevelt M.S.,332,323,12,53,16,242
2016-02-10,03-Wed,West Washington M.S.,148,142,62,49,7,24
2016-02-10,03-Wed,North King High,367,307,108,21,100,78
2016-02-10,03-Wed,South Jefferson H.S.,385,324,36,52,173,63
2016-02-10,03-Wed,North York H.S.,280,278,157,53,35,33
2016-02-10,03-Wed,East Roosevelt H.S.,195,183,10,83,22,68
2016-02-10,03-Wed,South Arthur High,414,333,53,159,44,77
2016-02-10,03-Wed,South Truman H.S.,319,296,122,119,27,28
2016-02-10,03-Wed,East Washington H.S.,212,183,8,24,55,96
2016-02-10,03-Wed,East York High,126,123,2,48,64,9
2016-02-10,03-Wed,South Washington High,332,312,146,119,34,13
2016-02-11,04-Thu,North Roosevelt M.S.,485,382,31,4,125,222
2016-02-11,04-Thu,West Lincoln High,213,211,10,144,36,21
2016-02-11,04-Thu,Outer Jefferson H.S.,482,456,37,201,66,152
2016-02-11,04-Thu,Central Washington H.S.,238,186,91,4,79,12
2016-02-11,04-Thu,West Truman H.S.,299,266,96,5,73,92
2016-02-11,04-Thu,Central Jefferson M.S.,413,361,94,73,105,89
2016-02-11,04-Thu,Central Roosevelt M.S.,332,331,157,56,104,14
2016-02-11,04-Thu,West Washington M.S.,148,108,50,7,2,49
2016-02-11,04-Thu,North King High,367,324,56,4,172,92
2016-02-11,04-Thu,South Jefferson H.S.,385,382,151,138,45,48
2016-02-11,04-Thu,North York H.S.,280,260,19,10,92,139
2016-02-11,04-Thu,East Roosevelt H.S.,195,166,21,29,88,28
2016-02-11,04-Thu,South Arthur High,414,369,205,70,27,67
2016-02-11,04-Thu,South Truman H.S.,319,317,68,20,128,101
2016-02-11,04-Thu,East Washington H.S.,212,200,3,51,62,84
2016-02-11,04-Thu,East York High,126,124,33,52,10,29
2016-02-11,04-Thu,South Washington High,332,261,31,87,26,117
2016-02-12,05-Fri,North Roosevelt M.S.,485,423,139,36,34,214
2016-02-12,05-Fri,West Lincoln High,213,202,6,19,107,70
2016-02-12,05-Fri,Outer Jefferson H.S.,482,464,171,154,131,8
2016-02-12,05-Fri,Central Washington H.S.,238,183,44,15,113,11
2016-02-12,05-Fri,West Truman H.S.,299,286,27,53,23,183
2016-02-12,05-Fri,Central Jefferson M.S.,413,354,89,104,122,39
2016-02-12,05-Fri,Central Roosevelt M.S.,332,314,93,35,36,150
2016-02-12,05-Fri,West Washington M.S.,148,107,9,45,35,18
2016-02-12,05-Fri,North King High,367,337,10,129,183,15
2016-02-12,05-Fri,South Jefferson H.S.,385,324,134,128,5,57
2016-02-12,05-Fri,North York H.S.,280,269,59,71,78,61
2016-02-12,05-Fri,East Roosevelt H.S.,195,174,95,41,35,3
2016-02-12,05-Fri,South Arthur High,414,370,24,45,205,96
2016-02-12,05-Fri,South Truman H.S.,319,294,62,33,129,70
2016-02-12,05-Fri,East Washington H.S.,212,195,96,23,10,66
2016-02-12,05-Fri,East York High,126,118,52,13,50,3
2016-02-12,05-Fri,South Washington High,332,310,152,54,71,33
2016-02-15,01-Mon,North Roosevelt M.S.,485,417,163,25,224,5
2016-02-15,01-Mon,West Lincoln High,213,210,98,47,50,15
2016-02-15,01-Mon,Outer Jefferson H.S.,482,444,133,195,104,12
2016-02-15,01-Mon,Central Washington H.S.,238,200,51,86,29,34
2016-02-15,01-Mon,West Truman H.S.,299,272,77,133,16,46
2016-02-15,01-Mon,Central Jefferson M.S.,413,390,90,94,167,39
2016-02-15,01-Mon,Central Roosevelt M.S.,332,300,90,13,165,32
2016-02-15,01-Mon,West Washington M.S.,148,146,67,15,48,16
2016-02-15,01-Mon,North King High,367,300,31,93,126,50
2016-02-15,01-Mon,South Jefferson H.S.,385,311,5,77,209,20
2016-02-15,01-Mon,North York H.S.,280,260,13,10,69,168
2016-02-15,01-Mon,East Roosevelt H.S.,195,175,1,1,107,66
2016-02-15,01-Mon,South Arthur High,414,394,203,41,75,75
2016-02-15,01-Mon,South Truman H.S.,319,307,104,58,132,13
2016-02-15,01-Mon,East Washington H.S.,212,179,36,36,68,39
2016-02-15,01-Mon,East York High,126,110,10,46,25,29
2016-02-15,01-Mon,South Washington High,332,253,117,115,10,11
2016-02-16,02-Tue,North Roosevelt M.S.,485,444,27,15,337,65
2016-02-16,02-Tue,West Lincoln High,213,205,83,0,70,52
2016-02-16,02-Tue,Outer Jefferson H.S.,482,472,214,115,135,8
2016-02-16,02-Tue,Central Washington H.S.,238,233,106,41,58,28
2016-02-16,02-Tue,West Truman H.S.,299,267,33,107,79,48
2016-02-16,02-Tue,Central Jefferson M.S.,413,394,18,92,37,247
2016-02-16,02-Tue,Central Roosevelt M.S.,332,330,190,5,76,59
2016-02-16,02-Tue,West Washington M.S.,148,125,9,51,41,24
2016-02-16,02-Tue,North King High,367,338,12,97,61,168
2016-02-16,02-Tue,South Jefferson H.S.,385,367,212,18,119,18
2016-02-16,02-Tue,North York H.S.,280,272,121,48,6,97
2016-02-16,02-Tue,East Roosevelt H.S.,195,166,54,58,5,49
2016-02-16,02-Tue,South Arthur High,414,366,169,170,11,16
2016-02-16,02-Tue,South Truman H.S.,319,301,104,146,15,36
2016-02-16,02-Tue,East Washington H.S.,212,205,12,28,139,26
2016-02-16,02-Tue,East York High,126,125,37,10,26,52
2016-02-16,02-Tue,South Washington High,332,287,149,18,51,69
2016-02-17,03-Wed,North Roosevelt M.S.,485,468,222,119,43,84
2016-02-17,03-Wed,West Lincoln High,213,209,114,13,5,77
2016-02-17,03-Wed,Outer Jefferson H.S.,482,451,85,74,0,292
2016-02-17,03-Wed,Central Washington H.S.,238,216,103,33,46,34
2016-02-17,03-Wed,West Truman H.S.,299,246,137,58,29,22
2016-02-17,03-Wed,Central Jefferson M.S.,413,349,99,61,84,105
2016-02-17,03-Wed,Central Roosevelt M.S.,332,293,96,112,13,72
2016-02-17,03-Wed,West Washington M.S.,148,118,37,45,1,35
2016-02-17,03-Wed,North King High,367,317,31,45,160,81
2016-02-17,03-Wed,South Jefferson H.S.,385,341,35,36,184,86
2016-02-17,03-Wed,North York H.S.,280,277,9,113,36,119
2016-02-17,03-Wed,East Roosevelt H.S.,195,179,79,9,82,9
2016-02-17,03-Wed,South Arthur High,414,359,177,169,1,12
2016-02-17,03-Wed,South Truman H.S.,319,307,35,122,50,100
2016-02-17,03-Wed,East Washington H.S.,212,189,110,5,50,24
2016-02-17,03-Wed,East York High,126,125,36,32,43,14
2016-02-17,03-Wed,South Washington High,332,283,160,69,14,40
2016-02-18,04-Thu,North Roosevelt M.S.,485,479,55,73,345,6
2016-02-18,04-Thu,West Lincoln High,213,205,4,139,34,28
2016-02-18,04-Thu,Outer Jefferson H.S.,482,450,80,191,12,167
2016-02-18,04-Thu,Central Washington H.S.,238,193,65,90,14,24
2016-02-18,04-Thu,West Truman H.S.,299,240,23,74,89,54
2016-02-18,04-Thu,Central Jefferson M.S.,413,397,206,49,130,12
2016-02-18,04-Thu,Central Roosevelt M.S.,332,327,58,145,110,14
2016-02-18,04-Thu,West Washington M.S.,148,129,51,45,13,20
2016-02-18,04-Thu,North King High,367,348,141,41,34,132
2016-02-18,04-Thu,South Jefferson H.S.,385,336,37,43,196,60
2016-02-18,04-Thu,North York H.S.,280,259,90,38,84,47
2016-02-18,04-Thu,East Roosevelt H.S.,195,194,29,39,85,41
2016-02-18,04-Thu,South Arthur High,414,380,68,93,214,5
2016-02-18,04-Thu,South Truman H.S.,319,294,144,121,2,27
2016-02-18,04-Thu,East Washington H.S.,212,201,22,17,43,119
2016-02-18,04-Thu,East York High,126,105,50,39,0,16
2016-02-18,04-Thu,South Washington High,332,257,152,100,0,5
2016-02-19,05-Fri,North Roosevelt M.S.,485,428,240,73,43,72
2016-02-19,05-Fri,West Lincoln High,213,212,0,70,45,97
2016-02-19,05-Fri,Outer Jefferson H.S.,482,451,144,19,217,71
2016-02-19,05-Fri,Central Washington H.S.,238,185,32,4,141,8
2016-02-19,05-Fri,West Truman H.S.,299,242,37,42,158,5
2016-02-19,05-Fri,Central Jefferson M.S.,413,380,51,86,238,5
2016-02-19,05-Fri,Central Roosevelt M.S.,332,330,105,84,5,136
2016-02-19,05-Fri,West Washington M.S.,148,136,69,37,28,2
2016-02-19,05-Fri,North King High,367,322,177,76,57,12
2016-02-19,05-Fri,South Jefferson H.S.,385,364,167,84,52,61
2016-02-19,05-Fri,North York H.S.,280,266,1,23,226,16
2016-02-19,05-Fri,East Roosevelt H.S.,195,170,76,51,29,14
2016-02-19,05-Fri,South Arthur High,414,394,122,161,80,31
2016-02-19,05-Fri,South Truman H.S.,319,288,139,5,77,67
2016-02-19,05-Fri,East Washington H.S.,212,200,116,49,16,19
2016-02-19,05-Fri,East York High,126,109,14,33,43,19
2016-02-19,05-Fri,South Washington High,332,312,31,87,188,6
2016-02-22,01-Mon,North Roosevelt M.S.,485,383,131,49,80,123
2016-02-22,01-Mon,West Lincoln High,213,206,11,25,66,104
2016-02-22,01-Mon,Outer Jefferson H.S.,482,475,104,82,26,263
2016-02-22,01-Mon,Central Washington H.S.,238,207,88,75,41,3
2016-02-22,01-Mon,West Truman H.S.,299,241,90,17,114,20
2016-02-22,01-Mon,Central Jefferson M.S.,413,381,24,110,181,66
2016-02-22,01-Mon,Central Roosevelt M.S.,332,280,164,42,71,3
2016-02-22,01-Mon,West Washington M.S.,148,132,76,26,28,2
2016-02-22,01-Mon,North King High,367,317,114,57,113,33
2016-02-22,01-Mon,South Jefferson H.S.,385,308,7,9,42,250
2016-02-22,01-Mon,North York H.S.,280,273,107,76,56,34
2016-02-22,01-Mon,East Roosevelt H.S.,195,174,103,22,9,40
2016-02-22,01-Mon,South Arthur High,414,338,13,122,6,197
2016-02-22,01-Mon,South Truman H.S.,319,290,109,71,66,44
2016-02-22,01-Mon,East Washington H.S.,212,204,118,63,14,9
2016-02-22,01-Mon,East York High,126,115,14,45,8,48
2016-02-22,01-Mon,South Washington High,332,261,101,50,15,95
2016-02-23,02-Tue,North Roosevelt M.S.,485,434,166,194,50,24
2016-02-23,02-Tue,West Lincoln High,213,212,20,71,32,89
2016-02-23,02-Tue,Outer Jefferson H.S.,482,476,47,97,319,13
2016-02-23,02-Tue,Central Washington H.S.,238,218,84,25,81,28
2016-02-23,02-Tue,West Truman H.S.,299,286,89,142,52,3
2016-02-23,02-Tue,Central Jefferson M.S.,413,381,171,185,18,7
2016-02-23,02-Tue,Central Roosevelt M.S.,332,321,192,126,1,2
2016-02-23,02-Tue,West Washington M.S.,148,111,22,45,29,15
2016-02-23,02-Tue,North King High,367,329,144,104,62,19
2016-02-23,02-Tue,South Jefferson H.S.,385,382,95,144,88,55
2016-02-23,02-Tue,North York H.S.,280,267,81,76,93,17
2016-02-23,02-Tue,East Roosevelt H.S.,195,177,29,19,112,17
2016-02-23,02-Tue,South Arthur High,414,402,154,72,127,49
2016-02-23,02-Tue,South Truman H.S.,319,299,62,98,114,25
2016-02-23,02-Tue,East Washington H.S.,212,201,50,12,117,22
2016-02-23,02-Tue,East York High,126,109,56,33,0,20
2016-02-23,02-Tue,South Washington High,332,275,136,19,109,11
2016-02-24,03-Wed,North Roosevelt M.S.,485,395,6,132,55,202
2016-02-24,03-Wed,West Lincoln High,213,210,17,28,28,137
2016-02-24,03-Wed,Outer Jefferson H.S.,482,438,107,118,6,207
2016-02-24,03-Wed,Central Washington H.S.,238,197,114,81,0,2
2016-02-24,03-Wed,West Truman H.S.,299,275,43,108,64,60
2016-02-24,03-Wed,Central Jefferson M.S.,413,394,21,8,299,66
2016-02-24,03-Wed,Central Roosevelt M.S.,332,323,35,107,101,80
2016-02-24,03-Wed,West Washington M.S.,148,135,64,31,25,15
2016-02-24,03-Wed,North King High,367,362,107,17,87,151
2016-02-24,03-Wed,South Jefferson H.S.,385,376,38,3,277,58
2016-02-24,03-Wed,North York H.S.,280,261,133,7,28,93
2016-02-24,03-Wed,East Roosevelt H.S.,195,175,31,34,68,42
2016-02-24,03-Wed,South Arthur High,414,336,176,134,14,12
2016-02-24,03-Wed,South Truman H.S.,319,298,86,109,59,44
2016-02-24,03-Wed,East Washington H.S.,212,192,55,73,58,6
2016-02-24,03-Wed,East York High,126,107,15,47,11,34
2016-02-24,03-Wed,South Washington High,332,325,6,99,82,138
2016-02-25,04-Thu,North Roosevelt M.S.,485,447,222,107,59,59
2016-02-25,04-Thu,West Lincoln High,213,204,9,72,18,105
2016-02-25,04-Thu,Outer Jefferson H.S.,482,473,215,77,66,115
2016-02-25,04-Thu,Central Washington H.S.,238,198,106,34,49,9
2016-02-25,04-Thu,West Truman H.S.,299,272,114,100,42,16
2016-02-25,04-Thu,Central Jefferson M.S.,413,372,74,87,41,170
2016-02-25,04-Thu,Central Roosevelt M.S.,332,331,34,135,92,70
2016-02-25,04-Thu,West Washington M.S.,148,135,2,16,93,24
2016-02-25,04-Thu,North King High,367,340,145,165,14,16
2016-02-25,04-Thu,South Jefferson H.S.,385,346,128,3,195,20
2016-02-25,04-Thu,North York H.S.,280,276,142,53,44,37
2016-02-25,04-Thu,East Roosevelt H.S.,195,192,4,38,135,15
2016-02-25,04-Thu,South Arthur High,414,376,130,174,31,41
2016-02-25,04-Thu,South Truman H.S.,319,300,27,0,75,198
2016-02-25,04-Thu,East Washington H.S.,212,210,47,59,33,71
2016-02-25,04-Thu,East York High,126,112,59,0,27,26
2016-02-25,04-Thu,South Washington High,332,255,29,30,97,99
2016-02-26,05-Fri,North Roosevelt M.S.,485,472,156,158,149,9
2016-02-26,05-Fri,West Lincoln High,213,212,108,31,26,47
2016-02-26,05-Fri,Outer Jefferson H.S.,482,461,87,165,135,74
2016-02-26,05-Fri,Central Washington H.S.,238,199,93,61,5,40
2016-02-26,05-Fri,West Truman H.S.,299,256,9,41,0,206
2016-02-26,05-Fri,Central Jefferson M.S.,413,386,65,35,126,160
2016-02-26,05-Fri,Central Roosevelt M.S.,332,331,85,31,189,26
2016-02-26,05-Fri,West Washington M.S.,148,143,64,2,62,15
2016-02-26,05-Fri,North King High,367,342,43,49,58,192
2016-02-26,05-Fri,South Jefferson H.S.,385,365,24,50,147,144
2016-02-26,05-Fri,North York H.S.,280,266,52,109,17,88
2016-02-26,05-Fri,East Roosevelt H.S.,195,168,14,17,18,119
2016-02-26,05-Fri,South Arthur High,414,369,151,37,17,164
2016-02-26,05-Fri,South Truman H.S.,319,309,170,17,74,48
2016-02-26,05-Fri,East Washington H.S.,212,198,61,22,20,95
2016-02-26,05-Fri,East York High,126,117,20,43,31,23
2016-02-26,05-Fri,South Washington High,332,307,111,70,14,112
2016-02-29,01-Mon,North Roosevelt M.S.,485,462,228,53,89,92
2016-02-29,01-Mon,West Lincoln High,213,211,47,13,73,78
2016-02-29,01-Mon,Outer Jefferson H.S.,482,465,216,145,83,21
2016-02-29,01-Mon,Central Washington H.S.,238,195,79,47,3,66
2016-02-29,01-Mon,West Truman H.S.,299,281,106,5,94,76
2016-02-29,01-Mon,Central Jefferson M.S.,413,373,79,48,33,213
2016-02-29,01-Mon,Central Roosevelt M.S.,332,321,126,89,59,47
2016-02-29,01-Mon,West Washington M.S.,148,115,30,3,75,7
2016-02-29,01-Mon,North King High,367,366,206,89,57,14
2016-02-29,01-Mon,South Jefferson H.S.,385,290,67,125,50,48
2016-02-29,01-Mon,North York H.S.,280,259,81,36,138,4
2016-02-29,01-Mon,East Roosevelt H.S.,195,189,5,40,92,52
2016-02-29,01-Mon,South Arthur High,414,327,24,121,119,63
2016-02-29,01-Mon,South Truman H.S.,319,294,90,118,67,19
2016-02-29,01-Mon,East Washington H.S.,212,200,27,7,36,130
2016-02-29,01-Mon,East York High,126,113,42,27,25,19
2016-02-29,01-Mon,South Washington High,332,320,165,126,19,10
2016-03-01,02-Tue,North Roosevelt M.S.,485,464,48,26,4,386
2016-03-01,02-Tue,West Lincoln High,213,208,40,78,65,25
2016-03-01,02-Tue,Outer Jefferson H.S.,482,477,217,182,69,9
2016-03-01,02-Tue,Central Washington H.S.,238,210,62,51,88,9
2016-03-01,02-Tue,West Truman H.S.,299,248,102,42,30,74
2016-03-01,02-Tue,Central Jefferson M.S.,413,409,239,159,5,6
2016-03-01,02-Tue,Central Roosevelt M.S.,332,310,139,124,14,33
2016-03-01,02-Tue,West Washington M.S.,148,110,60,32,9,9
2016-03-01,02-Tue,North King High,367,320,10,128,163,19
2016-03-01,02-Tue,South Jefferson H.S.,385,320,126,26,107,61
2016-03-01,02-Tue,North York H.S.,280,260,122,55,1,82
2016-03-01,02-Tue,East Roosevelt H.S.,195,176,75,23,56,22
2016-03-01,02-Tue,South Arthur High,414,334,117,41,3,173
2016-03-01,02-Tue,South Truman H.S.,319,310,182,93,19,16
2016-03-01,02-Tue,East Washington H.S.,212,211,45,26,2,138
2016-03-01,02-Tue,East York High,126,115,65,45,1,4
2016-03-01,02-Tue,South Washington High,332,269,44,82,135,8
2016-03-02,03-Wed,North Roosevelt M.S.,485,418,5,48,85,280
2016-03-02,03-Wed,West Lincoln High,213,211,88,56,56,11
2016-03-02,03-Wed,Outer Jefferson H.S.,482,441,142,57,208,34
2016-03-02,03-Wed,Central Washington H.S.,238,182,33,1,137,11
2016-03-02,03-Wed,West Truman H.S.,299,267,116,32,42,77
2016-03-02,03-Wed,Central Jefferson M.S.,413,393,81,96,176,40
2016-03-02,03-Wed,Central Roosevelt M.S.,332,280,84,15,169,12
2016-03-02,03-Wed,West Washington M.S.,148,140,83,36,17,4
2016-03-02,03-Wed,North King High,367,366,46,32,2,286
2016-03-02,03-Wed,South Jefferson H.S.,385,344,19,32,238,55
2016-03-02,03-Wed,North York H.S.,280,263,29,87,141,6
2016-03-02,03-Wed,East Roosevelt H.S.,195,194,91,13,38,52
2016-03-02,03-Wed,South Arthur High,414,370,169,142,41,18
2016-03-02,03-Wed,South Truman H.S.,319,313,133,71,55,54
2016-03-02,03-Wed,East Washington H.S.,212,184,8,33,52,91
2016-03-02,03-Wed,East York High,126,110,41,25,2,42
2016-03-02,03-Wed,South Washington High,332,288,52,29,111,96
2016-03-03,04-Thu,North Roosevelt M.S.,485,435,54,141,228,12
2016-03-03,04-Thu,West Lincoln High,213,209,9,149,37,14
2016-03-03,04-Thu,Outer Jefferson H.S.,482,451,165,8,25,253
2016-03-03,04-Thu,Central Washington H.S.,238,224,102,89,10,23
2016-03-03,04-Thu,West Truman H.S.,299,254,105,110,14,25
2016-03-03,04-Thu,Central Jefferson M.S.,413,363,108,91,106,58
2016-03-03,04-Thu,Central Roosevelt M.S.,332,316,74,22,151,69
2016-03-03,04-Thu,West Washington M.S.,148,120,5,28,9,78
2016-03-03,04-Thu,North King High,367,360,102,60,105,93
2016-03-03,04-Thu,South Jefferson H.S.,385,339,126,25,91,97
2016-03-03,04-Thu,North York H.S.,280,268,39,43,138,48
2016-03-03,04-Thu,East Roosevelt H.S.,195,165,38,69,22,36
2016-03-03,04-Thu,South Arthur High,414,405,75,3,259,68
2016-03-03,04-Thu,South Truman H.S.,319,297,105,82,39,71
2016-03-03,04-Thu,East Washington H.S.,212,194,13,8,48,125
2016-03-03,04-Thu,East York High,126,124,1,1,77,45
2016-03-03,04-Thu,South Washington High,332,276,119,66,69,22
2016-03-04,05-Fri,North Roosevelt M.S.,485,410,12,184,86,128
2016-03-04,05-Fri,West Lincoln High,213,202,38,93,33,38
2016-03-04,05-Fri,Outer Jefferson H.S.,482,463,79,41,203,140
2016-03-04,05-Fri,Central Washington H.S.,238,223,95,6,81,41
2016-03-04,05-Fri,West Truman H.S.,299,243,39,98,100,6
2016-03-04,05-Fri,Central Jefferson M.S.,413,341,77,169,40,55
2016-03-04,05-Fri,Central Roosevelt M.S.,332,331,66,112,104,49
2016-03-04,05-Fri,West Washington M.S.,148,113,21,26,58,8
2016-03-04,05-Fri,North King High,367,321,125,79,35,82
2016-03-04,05-Fri,South Jefferson H.S.,385,296,94,13,87,102
2016-03-04,05-Fri,North York H.S.,280,278,83,67,92,36
2016-03-04,05-Fri,East Roosevelt H.S.,195,183,94,64,6,19
2016-03-04,05-Fri,South Arthur High,414,413,156,18,56,183
2016-03-04,05-Fri,South Truman H.S.,319,300,131,81,76,12
2016-03-04,05-Fri,East Washington H.S.,212,202,71,29,15,87
2016-03-04,05-Fri,East York High,126,112,64,39,3,6
2016-03-04,05-Fri,South Washington High,332,256,127,61,20,48
2016-03-07,01-Mon,North Roosevelt M.S.,485,390,31,158,186,15
2016-03-07,01-Mon,West Lincoln High,213,203,2,35,133,33
2016-03-07,01-Mon,Outer Jefferson H.S.,482,462,258,27,146,31
2016-03-07,01-Mon,Central Washington H.S.,238,213,76,99,29,9
2016-03-07,01-Mon,West Truman H.S.,299,280,71,48,144,17
2016-03-07,01-Mon,Central Jefferson M.S.,413,361,99,106,89,67
2016-03-07,01-Mon,Central Roosevelt M.S.,332,327,107,70,92,58
2016-03-07,01-Mon,West Washington M.S.,148,147,44,22,14,67
2016-03-07,01-Mon,North King High,367,330,8,98,184,40
2016-03-07,01-Mon,South Jefferson H.S.,385,306,143,6,143,14
2016-03-07,01-Mon,North York H.S.,280,272,6,24,188,54
2016-03-07,01-Mon,East Roosevelt H.S.,195,191,67,67,23,34
2016-03-07,01-Mon,South Arthur High,414,326,149,67,26,84
2016-03-07,01-Mon,South Truman H.S.,319,282,40,28,100,114
2016-03-07,01-Mon,East Washington H.S.,212,189,104,6,47,32
2016-03-07,01-Mon,East York High,126,120,61,19,29,11
2016-03-07,01-Mon,South Washington High,332,291,85,72,12,122
2016-03-08,02-Tue,North Roosevelt M.S.,485,442,263,102,3,74
2016-03-08,02-Tue,West Lincoln High,213,210,105,73,7,25
2016-03-08,02-Tue,Outer Jefferson H.S.,482,460,56,102,291,11
2016-03-08,02-Tue,Central Washington H.S.,238,230,76,42,20,92
2016-03-08,02-Tue,West Truman H.S.,299,278,151,10,19,98
2016-03-08,02-Tue,Central Jefferson M.S.,413,377,192,81,25,79
2016-03-08,02-Tue,Central Roosevelt M.S.,332,291,104,34,67,86
2016-03-08,02-Tue,West Washington M.S.,148,109,1,16,74,18
2016-03-08,02-Tue,North King High,367,311,124,42,80,65
2016-03-08,02-Tue,South Jefferson H.S.,385,375,39,146,96,94
2016-03-08,02-Tue,North York H.S.,280,260,9,121,92,38
